Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min_Nitrate_Nitrite,Min Fecal Coliform,Min Total Coliform,Year,Toilet_Access,Open_Defecation,Rainfall
LAKE,UTTARAKHAND,8,6,7.3,160,1.2,0,2,BDL,2019,65.80000000000001,34.2,114.14155149450642
LAKE,UTTARAKHAND,8,6,7.3,160,1.2,0,2,BDL,2019,54.0,45.9,114.14155149450642
LAKE,UTTARAKHAND,8,6,7.3,160,1.2,0,2,BDL,2019,93.5,6.4,114.14155149450642
LAKE,WEST BENGAL,18,7,7.1,354,1,0.02,200,700,2019,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,18,7,7.1,354,1,0.02,200,700,2019,46.8,53.3,138.34469900773405
LAKE,WEST BENGAL,18,7,7.1,354,1,0.02,200,700,2019,85.0,15.0,138.34469900773405
LAKE,WEST BENGAL,20,3.6,7.8,653,4.01,0.16,8000,17000,2019,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,20,3.6,7.8,653,4.01,0.16,8000,17000,2019,46.8,53.3,138.34469900773405
LAKE,WEST BENGAL,20,3.6,7.8,653,4.01,0.16,8000,17000,2019,85.0,15.0,138.34469900773405
LAKE,WEST BENGAL,20,1.6,7.2,686,4.2,0.19,8000,17000,2019,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,20,1.6,7.2,686,4.2,0.19,8000,17000,2019,46.8,53.3,138.34469900773405
LAKE,WEST BENGAL,20,1.6,7.2,686,4.2,0.19,8000,17000,2019,85.0,15.0,138.34469900773405
LAKE,WEST BENGAL,20,1.5,7.8,674,2.2,0.21,30000,80000,2019,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,20,1.5,7.8,674,2.2,0.21,30000,80000,2019,46.8,53.3,138.34469900773405
LAKE,WEST BENGAL,20,1.5,7.8,674,2.2,0.21,30000,80000,2019,85.0,15.0,138.34469900773405
LAKE,WEST BENGAL,18,6.8,6.8,41,1.2,0.06,1700,5000,2019,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,18,6.8,6.8,41,1.2,0.06,1700,5000,2019,46.8,53.3,138.34469900773405
LAKE,WEST BENGAL,18,6.8,6.8,41,1.2,0.06,1700,5000,2019,85.0,15.0,138.34469900773405
LAKE,WEST BENGAL,5,1.3,6.4,78,1.8,0.13,2200,5000,2019,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,5,1.3,6.4,78,1.8,0.13,2200,5000,2019,46.8,53.3,138.34469900773405
LAKE,WEST BENGAL,5,1.3,6.4,78,1.8,0.13,2200,5000,2019,85.0,15.0,138.34469900773405
LAKE,WEST BENGAL,7,6.5,6.1,15,0.8,0.11,70,120,2019,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,7,6.5,6.1,15,0.8,0.11,70,120,2019,46.8,53.3,138.34469900773405
LAKE,WEST BENGAL,7,6.5,6.1,15,0.8,0.11,70,120,2019,85.0,15.0,138.34469900773405
LAKE,WEST BENGAL,2,6.8,7,13,0.8,0,70,110,2019,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,2,6.8,7,13,0.8,0,70,110,2019,46.8,53.3,138.34469900773405
LAKE,WEST BENGAL,2,6.8,7,13,0.8,0,70,110,2019,85.0,15.0,138.34469900773405
LAKE,WEST BENGAL,19,7.1,7.4,152,1.4,0.07,400,810,2019,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,19,7.1,7.4,152,1.4,0.07,400,810,2019,46.8,53.3,138.34469900773405
LAKE,WEST BENGAL,19,7.1,7.4,152,1.4,0.07,400,810,2019,85.0,15.0,138.34469900773405
LAKE,WEST BENGAL,20,8,7.6,338,2.65,0.09,2000,2500,2019,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,20,8,7.6,338,2.65,0.09,2000,2500,2019,46.8,53.3,138.34469900773405
LAKE,WEST BENGAL,20,8,7.6,338,2.65,0.09,2000,2500,2019,85.0,15.0,138.34469900773405
LAKE,WEST BENGAL,20,6.8,7.1,65,1.5,0.01,210,1100,2019,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,20,6.8,7.1,65,1.5,0.01,210,1100,2019,46.8,53.3,138.34469900773405
LAKE,WEST BENGAL,20,6.8,7.1,65,1.5,0.01,210,1100,2019,85.0,15.0,138.34469900773405
LAKE,WEST BENGAL,9,7.1,6.6,13,0.6,0,70,110,2019,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,9,7.1,6.6,13,0.6,0,70,110,2019,46.8,53.3,138.34469900773405
LAKE,WEST BENGAL,9,7.1,6.6,13,0.6,0,70,110,2019,85.0,15.0,138.34469900773405
LAKE,WEST BENGAL,9,6.2,6.8,16,1.2,0.01,70,110,2019,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,9,6.2,6.8,16,1.2,0.01,70,110,2019,46.8,53.3,138.34469900773405
LAKE,WEST BENGAL,9,6.2,6.8,16,1.2,0.01,70,110,2019,85.0,15.0,138.34469900773405
LAKE,ANDHRA PRADESH,21,3.8,7,18830,2.2,0.74,3,75,2020,86.1,13.9,80.77838740840768
LAKE,ANDHRA PRADESH,25,3.6,7.1,580,2.4,1.03,15,150,2020,86.1,13.9,80.77838740840768
LAKE,ANDHRA PRADESH,23,0.5,6.8,675,1.7,1.3,11,150,2020,86.1,13.9,80.77838740840768
TANK,ANDHRA PRADESH,26,5.3,6.4,206,0.8,0.11,47,210,2020,86.1,13.9,80.77838740840768
LAKE,ASSAM,18,7.2,7.3,188,2.1,1,300,720,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,20,4.2,6.8,25,1.1,0.6,300,720,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,22,4.1,7,43,1.1,0.4,2,300,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,18,4.5,7.1,189,2.8,1.2,300,360,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,24,0.3,7.3,177,1.1,0.7,2,2,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,20,5,7.1,68,1.8,0.5,300,700,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,20,5,7,189,1.3,0.7,300,700,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,17,4.1,7,89,1.3,0.7,300,360,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,20,4,6.2,126,2.1,0.7,300,360,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,21,4.1,6.8,106,1.3,0.6,300,720,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,21,4,6.4,96,1.6,0.7,300,720,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,18,1.4,7,1139,22.5,1.6,360,1400,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,20,0.3,6.9,480,13,1.1,1100,2700,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,20,0.3,6.8,471,25,1,1400,3900,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,20,0.3,6.8,436,25.5,1.2,2000,2800,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,21,4.1,7.1,43,1.2,0.6,300,360,2020,93.7,6.3,201.04888299368935
LAKE,ASSAM,17,4.5,6.7,31,1.3,0.2,2,2,2020,93.7,6.3,201.04888299368935
POND,ASSAM,18,1,7,847,2.3,1.2,300,720,2020,93.7,6.3,201.04888299368935
POND,ASSAM,20,4.2,6.9,153,1,0.6,300,720,2020,93.7,6.3,201.04888299368935
POND,ASSAM,19,5.2,7.1,28,1.4,0.6,2,2,2020,93.7,6.3,201.04888299368935
POND,ASSAM,20,6,7,22,1,0.1,2,300,2020,93.7,6.3,201.04888299368935
POND,ASSAM,19,6.3,6.8,80,1.9,0.4,2,300,2020,93.7,6.3,201.04888299368935
POND,ASSAM,21,6.8,7,273,1.2,0.7,300,720,2020,93.7,6.3,201.04888299368935
POND,ASSAM,19,6.6,7,83,1.9,0.8,2,730,2020,93.7,6.3,201.04888299368935
POND,ASSAM,21,7,7.2,168,1.3,0.4,300,720,2020,93.7,6.3,201.04888299368935
POND,ASSAM,20,4.2,7,41,1.6,0.7,300,720,2020,93.7,6.3,201.04888299368935
POND,ASSAM,20,4.3,7,57,1.6,0.7,2,300,2020,93.7,6.3,201.04888299368935
POND,ASSAM,20,5.1,7.2,176,2.2,0.8,300,730,2020,93.7,6.3,201.04888299368935
POND,ASSAM,18,5.2,7,229,2.2,1,730,1400,2020,93.7,6.3,201.04888299368935
POND,ASSAM,20,4.8,6.8,216,2,1,300,720,2020,93.7,6.3,201.04888299368935
POND,ASSAM,20,5.5,6.8,30,1.4,0.6,2,360,2020,93.7,6.3,201.04888299368935
POND,ASSAM,19,6.4,7.2,47,1.7,0.6,300,1100,2020,93.7,6.3,201.04888299368935
POND,ASSAM,22,4,7.3,27,1.3,0.6,300,720,2020,93.7,6.3,201.04888299368935
POND,ASSAM,22,4.1,7.2,49,1.3,0.4,2,360,2020,93.7,6.3,201.04888299368935
POND,ASSAM,22,4.3,7,73,1.4,0.6,2,730,2020,93.7,6.3,201.04888299368935
POND,ASSAM,20,4.1,7.2,96,2,0.7,300,300,2020,93.7,6.3,201.04888299368935
POND,ASSAM,19,5.5,6.8,21,1.5,0.2,2,300,2020,93.7,6.3,201.04888299368935
POND,ASSAM,19,4.8,6.7,22,1.8,0.4,2,2,2020,93.7,6.3,201.04888299368935
POND,ASSAM,20,6.7,7,36,1.3,0.5,300,360,2020,93.7,6.3,201.04888299368935
POND,ASSAM,18,5.3,6.9,69,1.6,0.6,2,2,2020,93.7,6.3,201.04888299368935
POND,ASSAM,22,4.1,6.3,158,2,0.6,300,300,2020,93.7,6.3,201.04888299368935
POND,ASSAM,20,4.2,7,387,2.2,0.8,360,910,2020,93.7,6.3,201.04888299368935
POND,ASSAM,20,5.6,6.8,21,1.9,0.3,2,300,2020,93.7,6.3,201.04888299368935
POND,ASSAM,19,4.2,7.2,49,1.4,0.4,2,300,2020,93.7,6.3,201.04888299368935
TANK,ASSAM,20,6.6,6.7,21,1.3,0.7,2,300,2020,93.7,6.3,201.04888299368935
LAKE,BIHAR,16,3.5,7.3,205,1.4,0.11,780,2700,2020,69.0,31.0,82.7820908082079
LAKE,BIHAR,17,4.5,7.3,627,1.8,0.09,1100,3300,2020,69.0,31.0,82.7820908082079
LAKE,BIHAR,19,1,7.2,397,1.9,0.11,2100,4600,2020,69.0,31.0,82.7820908082079
POND,BIHAR,14,2.9,7.1,470,1.2,0.18,17000,22000,2020,69.0,31.0,82.7820908082079
POND,BIHAR,14,6,7.5,237,3,0.05,360,3300,2020,69.0,31.0,82.7820908082079
LAKE,CHANDIGARH,16,7.1,7.4,215,0.7,0.52,8,9,2020,87.6,12.4,93.977511675
LAKE,CHHATTISGARH,23,6.3,7.1,308,7,0.44,1,6,2020,60.2,39.8,109.70690853628008
POND,CHHATTISGARH,24,6.5,7.1,322,1.6,0.36,5,1,2020,60.2,39.8,109.70690853628008
LAKE,NCT OF DELHI,-,14.2,8.1,840,13,5.9,1700,16000,2020,89.8,10.2,123.86521378936825
LAKE,NCT OF DELHI,-,-,8.1,5250,82,1.74,8200,920000,2020,89.8,10.2,123.86521378936825
LAKE,NCT OF DELHI,-,14.2,8.2,670,38,24.92,220,3500,2020,89.8,10.2,123.86521378936825
LAKE,GOA,27,5.9,6.5,21,0.1,0.11,5,13,2020,85.19999999999999,14.7,256.42437126887506
LAKE,GOA,27,1.3,6.1,81,0.1,0.11,1300,1700,2020,85.19999999999999,14.7,256.42437126887506
LAKE,GOA,26,4.8,6.3,34,0.1,0.11,490,790,2020,85.19999999999999,14.7,256.42437126887506
LAKE,GOA,26,4.4,6.1,28,0.1,0.11,1300,2300,2020,85.19999999999999,14.7,256.42437126887506
LAKE,GOA,28,4.1,7,176,0.1,0.63,3300,4900,2020,85.19999999999999,14.7,256.42437126887506
LAKE,GOA,26,1.6,6,62,0.1,0.11,1100,2300,2020,85.19999999999999,14.7,256.42437126887506
LAKE,GOA,27,7.3,6.2,55,0.1,0.11,1700,3500,2020,85.19999999999999,14.7,256.42437126887506
LAKE,GUJARAT,25,5.2,7.9,2303,1.8,0.07,6,94,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,25,5.7,7.3,36,2.7,0.03,15,120,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,22,3.5,7.9,9,0.1,0.12,2,17,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,22,2.8,7.3,770,0.1,0.18,21,120,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,26,5.7,7.5,281,1.8,0.09,8,110,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,21,5.5,7.2,1082,0.9,0.05,5,40,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,24,2.6,7.1,450,0.4,0.28,6,17,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,22,2.6,7.3,355,2.1,0.04,2,2,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,20,3.1,7.4,651,0.1,0.18,12,110,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,28,6.1,7.3,354,0.1,0.07,17,33,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,26,6.7,7,304,0.2,0.05,2,12,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,25,4.2,7.3,922,2,0.03,2,2,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,24,5.4,6.4,502,0.1,0.03,2,2,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,21,4.1,7.2,383,0.6,0.12,12,84,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,26,6.1,7,371,1.1,0.03,2,2,2020,87.7,12.3,90.42157862604014
LAKE,GUJARAT,25,4.7,7.6,250,3.7,0.16,210,920,2020,87.7,12.3,90.42157862604014
POND,GUJARAT,26,6.5,7,532,0.3,0.06,9,41,2020,87.7,12.3,90.42157862604014
POND,GUJARAT,24,5.2,7.1,324,0.2,0.03,2,2,2020,87.7,12.3,90.42157862604014
TANK,GUJARAT,24,4.3,7.2,420,4,0.04,4,8,2020,87.7,12.3,90.42157862604014
LAKE,HARYANA,14,7,7.2,216,1.6,0.09,200,140,2020,89.9,10.1,60.14914662266175
LAKE,HARYANA,14,6.7,7,329,1.2,0.06,130,260,2020,89.9,10.1,60.14914662266175
LAKE,HARYANA,-,-,7.7,300,2.1,7.41,2,2,2020,89.9,10.1,60.14914662266175
LAKE,HARYANA,5,6,7,340,4,2.1,-,-,2020,89.9,10.1,60.14914662266175
POND,HARYANA,24,6.8,7.1,240,2.2,0.05,100,110,2020,89.9,10.1,60.14914662266175
LAKE,HIMACHAL PRADESH,16,8.3,7.3,169,0.1,0.1,63,280,2020,89.1,10.9,91.06631499593747
LAKE,HIMACHAL PRADESH,13,8.1,6.7,178,0.1,0.07,2,25,2020,89.1,10.9,91.06631499593747
LAKE,HIMACHAL PRADESH,15,6.1,6.7,483,0.8,0.01,12,38,2020,89.1,10.9,91.06631499593747
LAKE,HIMACHAL PRADESH,16,5.6,7.1,144,1.6,0.06,49,350,2020,89.1,10.9,91.06631499593747
LAKE,HIMACHAL PRADESH,3,5.9,6.6,60,0.4,0.22,2,32,2020,89.1,10.9,91.06631499593747
LAKE,JAMMU & KASHMIR,12,4.9,7.2,130,1.3,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,15,7.6,7.2,105,0.3,0.01,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,15,6.2,7.3,110,0.4,0.02,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,8,5.4,8.1,120,3.2,0.03,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,15,5.2,8.2,180,4,0.04,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,11,6.2,7.3,135,2.4,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,18,5.5,7.4,128,2,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,18,4.5,7.3,154,3,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,19,3.7,7.1,126,2.2,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,14,3.7,7.1,106,1,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,19,4.6,7.3,214,3.2,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,21,4.8,7.4,146,1.6,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,19,5,7.2,133,2,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,18,6.5,7.6,130,2,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,20,3.9,7.9,148,2.6,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,20,5.2,7.5,132,1,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,12,3.9,7.3,106,0.1,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,17,3.6,7.1,108,0.1,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,20,4.1,7.2,250,2,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,15,3.3,7.2,108,0.1,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,19,5.6,7.6,143,1,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,14,0.9,7,316,3.2,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,14,0.5,7.1,350,3.6,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,13,2.7,7.3,125,1.4,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,16,2.7,7.1,228,1.6,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,17,0.7,7.1,185,2.4,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,19,0.7,7.1,205,3.4,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,17,1,7,194,4,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,19,1.8,7,103,2.4,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,18,2.8,7,90,1.6,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JAMMU & KASHMIR,16,3.5,7.1,260,5.8,-,-,-,2020,87.5,12.5,88.19377632735228
LAKE,JHARKHAND,15,7.4,7.4,-,0.9,-,-,-,2020,67.1,32.8,78.49253247751737
LAKE,JHARKHAND,15,7.2,7.4,152,0.7,1.28,-,-,2020,67.1,32.8,78.49253247751737
LAKE,JHARKHAND,16,6.4,6.7,-,1.1,-,-,-,2020,67.1,32.8,78.49253247751737
POND,JHARKHAND,16,8,7.2,308,2.1,-,-,-,2020,67.1,32.8,78.49253247751737
POND,JHARKHAND,15,4.5,8.2,300,2.2,-,-,-,2020,67.1,32.8,78.49253247751737
POND,JHARKHAND,15,1.8,7.2,-,4.8,-,-,-,2020,67.1,32.8,78.49253247751737
POND,JHARKHAND,14,1.8,7.1,-,10.5,-,-,-,2020,67.1,32.8,78.49253247751737
LAKE,KARNATAKA,25,3.4,7,317,3,0.5,940,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,23,2,7.5,387,3,2.4,330,2200,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,20,0.3,7.4,1076,9,0.83,2100,8400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,21,6,7.9,512,2.8,1,580,4300,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,21,0.5,7.3,722,7.4,1.9,2100,8400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,19,0.3,7.4,919,9.6,2.1,2100,8400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,20,4.5,7.5,612,3.5,3.4,1100,4800,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,20,5.2,7.5,494,3,1.2,910,4800,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,4.1,6.6,397,3.4,0.01,1700,9200,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,4,7.3,250,3,0.31,940,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,3.5,7,320,3,0.9,4100,24000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,23,0.9,6.5,992,6,1,630,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,0.3,6.5,554,0.5,1.61,12000,92000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,0.3,6.5,880,3,1.85,7000,54000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,0.5,6.6,328,3.5,0.51,330,3500,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,0.5,6.8,1250,6,1.2,4800,7000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,3.4,6.9,702,3,0.6,3300,24000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,3.7,6.8,814,3.4,0.72,4800,35000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,6.1,6.5,1101,4,1.9,17000,92000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,3.8,6.7,688,2.7,0.65,330,3500,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,2.6,6.5,720,3,1.2,790,9200,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,3.4,6.6,682,3.1,0.64,340,3500,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,4,6.5,370,2.6,1,840,9200,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,4.1,6.4,378,2.6,0.7,630,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,1,6.4,641,3,1.06,630,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,0.3,6.7,510,3.4,0.71,410,3500,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,2.4,6,178,2,0.4,1500,16000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,2.3,6.4,702,7,0.9,630,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,3,6.4,266,3,0.46,1700,16000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,5.3,6.9,1264,7,2.4,4600,35000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,6.3,6.6,182,4,0.46,4100,24000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,23,3.4,7.4,685,3,1.4,940,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,18,4.5,6.1,135,2,0.12,390,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,6.1,8.1,386,1.1,0.61,500,900,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,22,6.3,7.7,316,1,0.52,350,900,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,6.5,7.4,525,3.3,0.69,9,120,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,0.6,6,419,3.3,1.4,1700,9200,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,0.1,6.5,306,4,0.72,940,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,0.5,6.7,1204,2,1.3,490,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,3.5,6.6,329,3,0.34,1100,9200,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,4,6.2,121,3,0.33,700,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,0.4,6.5,425,5,0.8,700,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,3.2,6.1,267,2,0.48,480,3500,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,0.5,6.4,594,3,1.2,4000,35000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,4,6,267,2,0.68,790,9200,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,2.1,6.6,729,4,0.77,6300,54000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,3.4,6.1,577,4,0.03,480,2400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,2.4,6.6,757,5,0.9,4600,34000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,4.2,7.1,882,3,0.03,480,3500,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,3.2,6.1,287,3,1.2,4100,54000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,2,6.4,470,4,0.48,700,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,0.3,6.1,528,6.6,0.91,11000,92000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,0.5,7,729,6,1.5,4100,35000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,2.8,6.6,680,3.2,0.13,460,3500,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,29,1.4,7.2,1176,10,4,46000,540000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,1,6.7,445,4,0.7,4100,24000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,1,6.7,1082,9,0.19,3300,35000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,3.6,6.8,738,3,1.15,7900,54000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,23,2.4,6.9,917,4,2.61,460,3500,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,4.7,6.3,268,2,0.3,1200,9200,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,0.6,6.7,1073,4,3,460,3500,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,20,2.4,6.3,380,3,1.09,540,9200,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,5,6.5,248,3,0.61,1200,9200,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,23,1,6,607,2,1.11,630,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,0.1,6.5,294,3,1.39,1100,16000,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,1,6.1,313,3.6,2,790,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,1.9,6.8,600,4,0.97,460,3500,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,3.8,6.7,337,3.4,0.68,1700,9200,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,2.6,6.7,332,4.2,0.47,790,9200,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,28,3.5,7.3,868,4,3,700,5400,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,1,6.8,625,4,0.67,1200,9200,2020,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,4.1,7,660,4,0.78,940,5400,2020,85.0,15.1,114.7101609431186
TANK,KARNATAKA,20,6.8,7.1,260,3,0.1,350,1600,2020,85.0,15.1,114.7101609431186
TANK,KARNATAKA,20,6.8,7.5,278,4,0.1,580,2100,2020,85.0,15.1,114.7101609431186
TANK,KARNATAKA,27,5.3,6.6,128,2,0.08,2,7,2020,85.0,15.1,114.7101609431186
