Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min_Nitrate_Nitrite,Min Fecal Coliform,Min Total Coliform,Year,Toilet_Access,Open_Defecation,Rainfall,Risk_Level
LAKE,ANDHRA PRADESH,21,3.8,7,18830,2.2,0.74,3.0,75,2020,86.1,13.9,80.77838740840768,LOW
LAKE,ANDHRA PRADESH,25,3.6,7.1,580,2.4,1.03,15.0,150,2020,86.1,13.9,80.77838740840768,LOW
LAKE,ANDHRA PRADESH,23,0.5,6.8,675,1.7,1.3,11.0,150,2020,86.1,13.9,80.77838740840768,LOW
TANK,ANDHRA PRADESH,26,5.3,6.4,206,0.8,0.11,47.0,210,2020,86.1,13.9,80.77838740840768,LOW
LAKE,ASSAM,18,7.2,7.3,188,2.1,1,300.0,720,2020,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,20,4.2,6.8,25,1.1,0.6,300.0,720,2020,93.7,6.3,201.04888299368932,LOW
LAKE,ASSAM,22,4.1,7,43,1.1,0.4,2.0,300,2020,93.7,6.3,201.04888299368932,LOW
LAKE,ASSAM,18,4.5,7.1,189,2.8,1.2,300.0,360,2020,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,24,0.3,7.3,177,1.1,0.7,2.0,2,2020,93.7,6.3,201.04888299368932,LOW
LAKE,ASSAM,20,5,7.1,68,1.8,0.5,300.0,700,2020,93.7,6.3,201.04888299368932,LOW
LAKE,ASSAM,20,5,7,189,1.3,0.7,300.0,700,2020,93.7,6.3,201.04888299368932,LOW
LAKE,ASSAM,17,4.1,7,89,1.3,0.7,300.0,360,2020,93.7,6.3,201.04888299368932,LOW
LAKE,ASSAM,20,4,6.2,126,2.1,0.7,300.0,360,2020,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,21,4.1,6.8,106,1.3,0.6,300.0,720,2020,93.7,6.3,201.04888299368932,LOW
LAKE,ASSAM,21,4,6.4,96,1.6,0.7,300.0,720,2020,93.7,6.3,201.04888299368932,LOW
LAKE,ASSAM,18,1.4,7,1139,22.5,1.6,360.0,1400,2020,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,20,0.3,6.9,480,13.0,1.1,1100.0,2700,2020,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,20,0.3,6.8,471,25.0,1,1400.0,3900,2020,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,20,0.3,6.8,436,25.5,1.2,2000.0,2800,2020,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,21,4.1,7.1,43,1.2,0.6,300.0,360,2020,93.7,6.3,201.04888299368932,LOW
LAKE,ASSAM,17,4.5,6.7,31,1.3,0.2,2.0,2,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,18,1,7,847,2.3,1.2,300.0,720,2020,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,20,4.2,6.9,153,1.0,0.6,300.0,720,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,19,5.2,7.1,28,1.4,0.6,2.0,2,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,20,6,7,22,1.0,0.1,2.0,300,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,19,6.3,6.8,80,1.9,0.4,2.0,300,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,21,6.8,7,273,1.2,0.7,300.0,720,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,19,6.6,7,83,1.9,0.8,2.0,730,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,21,7,7.2,168,1.3,0.4,300.0,720,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,20,4.2,7,41,1.6,0.7,300.0,720,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,20,4.3,7,57,1.6,0.7,2.0,300,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,20,5.1,7.2,176,2.2,0.8,300.0,730,2020,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,18,5.2,7,229,2.2,1,730.0,1400,2020,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,20,4.8,6.8,216,2.0,1,300.0,720,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,20,5.5,6.8,30,1.4,0.6,2.0,360,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,19,6.4,7.2,47,1.7,0.6,300.0,1100,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,22,4,7.3,27,1.3,0.6,300.0,720,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,22,4.1,7.2,49,1.3,0.4,2.0,360,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,22,4.3,7,73,1.4,0.6,2.0,730,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,20,4.1,7.2,96,2.0,0.7,300.0,300,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,19,5.5,6.8,21,1.5,0.2,2.0,300,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,19,4.8,6.7,22,1.8,0.4,2.0,2,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,20,6.7,7,36,1.3,0.5,300.0,360,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,18,5.3,6.9,69,1.6,0.6,2.0,2,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,22,4.1,6.3,158,2.0,0.6,300.0,300,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,20,4.2,7,387,2.2,0.8,360.0,910,2020,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,20,5.6,6.8,21,1.9,0.3,2.0,300,2020,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,19,4.2,7.2,49,1.4,0.4,2.0,300,2020,93.7,6.3,201.04888299368932,LOW
TANK,ASSAM,20,6.6,6.7,21,1.3,0.7,2.0,300,2020,93.7,6.3,201.04888299368932,LOW
LAKE,BIHAR,16,3.5,7.3,205,1.4,0.11,780.0,2700,2020,69.0,31.0,82.7820908082079,MEDIUM
LAKE,BIHAR,17,4.5,7.3,627,1.8,0.09,1100.0,3300,2020,69.0,31.0,82.7820908082079,MEDIUM
LAKE,BIHAR,19,1,7.2,397,1.9,0.11,2100.0,4600,2020,69.0,31.0,82.7820908082079,MEDIUM
POND,BIHAR,14,2.9,7.1,470,1.2,0.18,17000.0,22000,2020,69.0,31.0,82.7820908082079,MEDIUM
POND,BIHAR,14,6,7.5,237,3.0,0.05,360.0,3300,2020,69.0,31.0,82.7820908082079,MEDIUM
LAKE,CHANDIGARH,16,7.1,7.4,215,0.7,0.52,8.0,9,2020,87.6,12.4,93.977511675,LOW
LAKE,CHHATTISGARH,23,6.3,7.1,308,7.0,0.44,1.0,6,2020,60.2,39.8,109.70690853628008,MEDIUM
POND,CHHATTISGARH,24,6.5,7.1,322,1.6,0.36,5.0,1,2020,60.2,39.8,109.70690853628008,LOW
LAKE,NCT OF DELHI,-,14.2,8.1,840,13.0,5.9,1700.0,16000,2020,89.8,10.2,123.86521378936824,MEDIUM
LAKE,NCT OF DELHI,-,-,8.1,5250,82.0,1.74,8200.0,920000,2020,89.8,10.2,123.86521378936824,MEDIUM
LAKE,NCT OF DELHI,-,14.2,8.2,670,38.0,24.92,220.0,3500,2020,89.8,10.2,123.86521378936824,MEDIUM
LAKE,GOA,27,5.9,6.5,21,0.1,0.11,5.0,13,2020,85.19999999999999,14.7,256.42437126887506,LOW
LAKE,GOA,27,1.3,6.1,81,0.1,0.11,1300.0,1700,2020,85.19999999999999,14.7,256.42437126887506,MEDIUM
LAKE,GOA,26,4.8,6.3,34,0.1,0.11,490.0,790,2020,85.19999999999999,14.7,256.42437126887506,LOW
LAKE,GOA,26,4.4,6.1,28,0.1,0.11,1300.0,2300,2020,85.19999999999999,14.7,256.42437126887506,MEDIUM
LAKE,GOA,28,4.1,7,176,0.1,0.63,3300.0,4900,2020,85.19999999999999,14.7,256.42437126887506,MEDIUM
LAKE,GOA,26,1.6,6,62,0.1,0.11,1100.0,2300,2020,85.19999999999999,14.7,256.42437126887506,MEDIUM
LAKE,GOA,27,7.3,6.2,55,0.1,0.11,1700.0,3500,2020,85.19999999999999,14.7,256.42437126887506,MEDIUM
LAKE,GUJARAT,25,5.2,7.9,2303,1.8,0.07,6.0,94,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,25,5.7,7.3,36,2.7,0.03,15.0,120,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,22,3.5,7.9,9,0.1,0.12,2.0,17,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,22,2.8,7.3,770,0.1,0.18,21.0,120,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,26,5.7,7.5,281,1.8,0.09,8.0,110,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,21,5.5,7.2,1082,0.9,0.05,5.0,40,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,24,2.6,7.1,450,0.4,0.28,6.0,17,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,22,2.6,7.3,355,2.1,0.04,2.0,2,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,20,3.1,7.4,651,0.1,0.18,12.0,110,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,28,6.1,7.3,354,0.1,0.07,17.0,33,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,26,6.7,7,304,0.2,0.05,2.0,12,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,25,4.2,7.3,922,2.0,0.03,2.0,2,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,24,5.4,6.4,502,0.1,0.03,2.0,2,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,21,4.1,7.2,383,0.6,0.12,12.0,84,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,26,6.1,7,371,1.1,0.03,2.0,2,2020,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,25,4.7,7.6,250,3.7,0.16,210.0,920,2020,87.7,12.3,90.42157862604014,LOW
POND,GUJARAT,26,6.5,7,532,0.3,0.06,9.0,41,2020,87.7,12.3,90.42157862604014,LOW
POND,GUJARAT,24,5.2,7.1,324,0.2,0.03,2.0,2,2020,87.7,12.3,90.42157862604014,LOW
TANK,GUJARAT,24,4.3,7.2,420,4.0,0.04,4.0,8,2020,87.7,12.3,90.42157862604014,LOW
LAKE,HARYANA,14,7,7.2,216,1.6,0.09,200.0,140,2020,89.9,10.1,60.14914662266175,LOW
LAKE,HARYANA,14,6.7,7,329,1.2,0.06,130.0,260,2020,89.9,10.1,60.14914662266175,LOW
LAKE,HARYANA,-,-,7.7,300,2.1,7.41,2.0,2,2020,89.9,10.1,60.14914662266175,LOW
LAKE,HARYANA,5,6,7,340,4.0,2.1,,-,2020,89.9,10.1,60.14914662266175,LOW
POND,HARYANA,24,6.8,7.1,240,2.2,0.05,100.0,110,2020,89.9,10.1,60.14914662266175,LOW
LAKE,HIMACHAL PRADESH,16,8.3,7.3,169,0.1,0.1,63.0,280,2020,89.1,10.9,91.06631499593747,LOW
LAKE,HIMACHAL PRADESH,13,8.1,6.7,178,0.1,0.07,2.0,25,2020,89.1,10.9,91.06631499593747,LOW
LAKE,HIMACHAL PRADESH,15,6.1,6.7,483,0.8,0.01,12.0,38,2020,89.1,10.9,91.06631499593747,LOW
LAKE,HIMACHAL PRADESH,16,5.6,7.1,144,1.6,0.06,49.0,350,2020,89.1,10.9,91.06631499593747,LOW
LAKE,HIMACHAL PRADESH,3,5.9,6.6,60,0.4,0.22,2.0,32,2020,89.1,10.9,91.06631499593747,LOW
LAKE,JAMMU & KASHMIR,12,4.9,7.2,130,1.3,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,15,7.6,7.2,105,0.3,0.01,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,15,6.2,7.3,110,0.4,0.02,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,8,5.4,8.1,120,3.2,0.03,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,15,5.2,8.2,180,4.0,0.04,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,11,6.2,7.3,135,2.4,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,18,5.5,7.4,128,2.0,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,18,4.5,7.3,154,3.0,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,19,3.7,7.1,126,2.2,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,14,3.7,7.1,106,1.0,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,19,4.6,7.3,214,3.2,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,21,4.8,7.4,146,1.6,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,19,5,7.2,133,2.0,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,18,6.5,7.6,130,2.0,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,20,3.9,7.9,148,2.6,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,20,5.2,7.5,132,1.0,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,12,3.9,7.3,106,0.1,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,17,3.6,7.1,108,0.1,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,20,4.1,7.2,250,2.0,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,15,3.3,7.2,108,0.1,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,19,5.6,7.6,143,1.0,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,14,0.9,7,316,3.2,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,14,0.5,7.1,350,3.6,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,13,2.7,7.3,125,1.4,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,16,2.7,7.1,228,1.6,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,17,0.7,7.1,185,2.4,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,19,0.7,7.1,205,3.4,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,17,1,7,194,4.0,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,19,1.8,7,103,2.4,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,18,2.8,7,90,1.6,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,16,3.5,7.1,260,5.8,-,,-,2020,87.5,12.5,88.19377632735228,LOW
LAKE,JHARKHAND,15,7.4,7.4,-,0.9,-,,-,2020,67.1,32.8,78.49253247751737,LOW
LAKE,JHARKHAND,15,7.2,7.4,152,0.7,1.28,,-,2020,67.1,32.8,78.49253247751737,LOW
LAKE,JHARKHAND,16,6.4,6.7,-,1.1,-,,-,2020,67.1,32.8,78.49253247751737,LOW
POND,JHARKHAND,16,8,7.2,308,2.1,-,,-,2020,67.1,32.8,78.49253247751737,LOW
POND,JHARKHAND,15,4.5,8.2,300,2.2,-,,-,2020,67.1,32.8,78.49253247751737,LOW
POND,JHARKHAND,15,1.8,7.2,-,4.8,-,,-,2020,67.1,32.8,78.49253247751737,MEDIUM
POND,JHARKHAND,14,1.8,7.1,-,10.5,-,,-,2020,67.1,32.8,78.49253247751737,MEDIUM
LAKE,KARNATAKA,25,3.4,7,317,3.0,0.5,940.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,23,2,7.5,387,3.0,2.4,330.0,2200,2020,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,20,0.3,7.4,1076,9.0,0.83,2100.0,8400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,21,6,7.9,512,2.8,1,580.0,4300,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,21,0.5,7.3,722,7.4,1.9,2100.0,8400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,19,0.3,7.4,919,9.6,2.1,2100.0,8400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,20,4.5,7.5,612,3.5,3.4,1100.0,4800,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,20,5.2,7.5,494,3.0,1.2,910.0,4800,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,4.1,6.6,397,3.4,0.01,1700.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,4,7.3,250,3.0,0.31,940.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3.5,7,320,3.0,0.9,4100.0,24000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,23,0.9,6.5,992,6.0,1,630.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.5,554,0.5,1.61,12000.0,92000,2020,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.3,6.5,880,3.0,1.85,7000.0,54000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.5,6.6,328,3.5,0.51,330.0,3500,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,0.5,6.8,1250,6.0,1.2,4800.0,7000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3.4,6.9,702,3.0,0.6,3300.0,24000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3.7,6.8,814,3.4,0.72,4800.0,35000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,6.1,6.5,1101,4.0,1.9,17000.0,92000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3.8,6.7,688,2.7,0.65,330.0,3500,2020,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,2.6,6.5,720,3.0,1.2,790.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3.4,6.6,682,3.1,0.64,340.0,3500,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,4,6.5,370,2.6,1,840.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,4.1,6.4,378,2.6,0.7,630.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,1,6.4,641,3.0,1.06,630.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.7,510,3.4,0.71,410.0,3500,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,2.4,6,178,2.0,0.4,1500.0,16000,2020,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,2.3,6.4,702,7.0,0.9,630.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3,6.4,266,3.0,0.46,1700.0,16000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,5.3,6.9,1264,7.0,2.4,4600.0,35000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,6.3,6.6,182,4.0,0.46,4100.0,24000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,23,3.4,7.4,685,3.0,1.4,940.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,18,4.5,6.1,135,2.0,0.12,390.0,5400,2020,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,24,6.1,8.1,386,1.1,0.61,500.0,900,2020,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,22,6.3,7.7,316,1.0,0.52,350.0,900,2020,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,24,6.5,7.4,525,3.3,0.69,9.0,120,2020,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.6,6,419,3.3,1.4,1700.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,0.1,6.5,306,4.0,0.72,940.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,0.5,6.7,1204,2.0,1.3,490.0,5400,2020,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,24,3.5,6.6,329,3.0,0.34,1100.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,4,6.2,121,3.0,0.33,700.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,0.4,6.5,425,5.0,0.8,700.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3.2,6.1,267,2.0,0.48,480.0,3500,2020,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.5,6.4,594,3.0,1.2,4000.0,35000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,4,6,267,2.0,0.68,790.0,9200,2020,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,2.1,6.6,729,4.0,0.77,6300.0,54000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3.4,6.1,577,4.0,0.03,480.0,2400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,2.4,6.6,757,5.0,0.9,4600.0,34000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,4.2,7.1,882,3.0,0.03,480.0,3500,2020,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,3.2,6.1,287,3.0,1.2,4100.0,54000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,2,6.4,470,4.0,0.48,700.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.1,528,6.6,0.91,11000.0,92000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,0.5,7,729,6.0,1.5,4100.0,35000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,2.8,6.6,680,3.2,0.13,460.0,3500,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,29,1.4,7.2,1176,10.0,4,46000.0,540000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,1,6.7,445,4.0,0.7,4100.0,24000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,1,6.7,1082,9.0,0.19,3300.0,35000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3.6,6.8,738,3.0,1.15,7900.0,54000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,23,2.4,6.9,917,4.0,2.61,460.0,3500,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,4.7,6.3,268,2.0,0.3,1200.0,9200,2020,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.6,6.7,1073,4.0,3,460.0,3500,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,20,2.4,6.3,380,3.0,1.09,540.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,5,6.5,248,3.0,0.61,1200.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,23,1,6,607,2.0,1.11,630.0,5400,2020,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,24,0.1,6.5,294,3.0,1.39,1100.0,16000,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,1,6.1,313,3.6,2,790.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,1.9,6.8,600,4.0,0.97,460.0,3500,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3.8,6.7,337,3.4,0.68,1700.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,2.6,6.7,332,4.2,0.47,790.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,28,3.5,7.3,868,4.0,3,700.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,1,6.8,625,4.0,0.67,1200.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,4.1,7,660,4.0,0.78,940.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,20,6.8,7.1,260,3.0,0.1,350.0,1600,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,20,6.8,7.5,278,4.0,0.1,580.0,2100,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,27,5.3,6.6,128,2.0,0.08,2.0,7,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,21,4.5,7.2,552,3.0,1.5,780.0,4300,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,4.5,6.5,487,3.0,0.83,940.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,4,6.9,399,4.0,0.12,230.0,3500,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,3.6,6.5,357,3.0,0.18,230.0,3500,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,0.5,6,426,4.0,0.58,4600.0,54000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,0.9,6.3,76,2.0,0.82,790.0,9200,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,23,2.5,6.7,124,4.0,1.15,700.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,23,3,6.2,525,4.0,1,79.0,9200,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,22,0.5,6.5,1114,6.0,2.42,1100.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,0.5,6.6,277,4.0,1.66,840.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,4.6,6.2,714,5.0,1.1,6300.0,54000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,0.5,6.3,637,4.0,1.4,790.0,16000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,0.6,6.4,243,3.0,0.73,700.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
